BtoBプラットフォーム 請求書,株式会社インフォマート,IT/通信/インターネット系,東京都港区海岸1-2-3 汐留芝離宮ビルディング13階,"32億1,251万円",長尾 收,501～1000人,https://www.infomart.co.jp/information/index.asp,1998年2月,"['BtoBプラットフォーム 契約書', 'BtoBプラットフォーム ワークフロー', 'BtoBプラットフォーム 受発注', '【BOXILEXPO】株式会社インフォマート_BtoBプラットフォーム 請求書', '【BOXIL EXPO】株式会社インフォマート＿BtoBプラットフォーム請求書']"
MakeLeaps,メイクリープス株式会社,IT/通信/インターネット系,東京都目黒区中目黒3-1-5 YK中目黒ビル2F,,児玉 哲,31～50人,https://www.makeleaps.jp/about-us/,2014年7月,[]
board,ヴェルク株式会社,IT/通信/インターネット系,東京都千代田区九段南2-7-1 喜京家ビル4階,800万円,田向 祐介,2～10人,http://www.velc.co.jp/,2010年12月,[]
楽楽明細,株式会社ラクス,IT/通信/インターネット系,東京都渋谷区千駄ケ谷5-27-11 アグリスクエア新宿,"3億7,837万8千円",中村崇則,301～500人,,2000年11月,[]
SpreadOffice,株式会社スプレッドオフィス,IT/通信/インターネット系,東京都千代田区神田佐久間町2-24,500万円,尾家　健二,11～30人,,2012年11月,[]
pasture,エン・ジャパン株式会社,IT/通信/インターネット系,東京都新宿区西新宿6-5-1新宿アイランドタワー,"11億9,499万円",越智 通勝（代表取締役会長）、鈴木 孝二（代表取締役社長）,1000人以上,,2000年1月,['Video Interview']
ナカオさん,株式会社イマココ,IT/通信/インターネット系,東京都港区西麻布3-20-14梅田ビル4階,,小川淳,2～10人,,,[]
invoiceAgent TransPrint,ウイングアーク１ｓｔ株式会社,IT/通信/インターネット系,東京都港区六本木3-2-1 六本木グランドタワー,2億円,代表取締役社長　田中 潤,501～1000人,https://www.wingarc.com/,2004年3月,"['MotionBoard Cloud', 'Dr.Sum', '帳票クラウドサービス SVF Cloud', 'VyNDEX']"
帳票クラウドサービス SVF Cloud,ウイングアーク１ｓｔ株式会社,IT/通信/インターネット系,東京都港区六本木3-2-1 六本木グランドタワー,2億円,代表取締役社長　田中 潤,501～1000人,https://www.wingarc.com/,2004年3月,"['MotionBoard Cloud', 'Dr.Sum', 'VyNDEX', 'invoiceAgent TransPrint']"
RaQool,,,,,,,,,
SMART invoice,,,,,,,,,
請求の助,,,,,,,,,
見積RICH,,,,,,,,,
Sales Quote Assistant,,,,,,,,,
Tradeshift,トレードシフトジャパン株式会社,IT/通信/インターネット系,東京都港区赤坂８丁目５−８ Terrace Hill Aoyama ４F,非公開,菊池　孝明,2～10人,,2014年3月,[]
請求管理ロボ,株式会社ROBOT PAYMENT,IT/通信/インターネット系,東京都渋谷区神宮前6-19-20-4F,100百万円,清久 健也,51～100人,,2000年10月,['法人向けBtoB決済代行サービス']
Meeepa,ＴＤＣソフト株式会社,IT/通信/インターネット系,東京都渋谷区代々木3-22-7 新宿文化クイントビル,"9億7,040万円",小林 裕嘉,1000人以上,https://www.tdc.co.jp/,1962年10月,"['M-Check+', 'Trustpro', 'Styleflow', 'BP-LINKS']"
Zoho Invoice,ゾーホージャパン株式会社,IT/通信/インターネット系,神奈川県横浜市西区みなとみらい三丁目6番1号,"9,000万円 （シンガポールZoho Corporation Pte. Ltd 100%）",Manikandan Thangaraj,1000人以上,,2001年9月,"['Zoho CRM', 'Zoho Desk', 'Zoho Campaigns', 'Zoho SalesIQ', 'Zoho Social', 'Zoho Projects', 'Zoho Survey', 'Zoho Analytics', 'Zoho Writer', 'Zoho Wiki', 'Zoho Forms', 'Zoho Books', 'Zoho Assist', 'Zoho Creator']"
LinkPrint CLOUD,ティービー株式会社,IT/通信/インターネット系,愛知県名古屋市東区葵3-14-12 HGビル4F,,,11～30人,,,[]
ナビエクスプレス,NTTコム オンライン・マーケティング・ソリューション株式会社,IT/通信/インターネット系,東京都品川区大崎１丁目５番１号,1億円,塚本　良江,101～200人,,2012年10月,"['Mixpanel', 'TIBCO® Data Virtualization']"
継続確認Web,株式会社ネットウエルシステム,IT/通信/インターネット系,東京都新宿区西新宿1丁目26番2号新宿野村ビル35Ｆ,1500,富田秋実,2～10人,,2008年9月,"['MarkONEシリーズ', '緊急メール連絡板', 'File Transmission System']"
BP-LINKS,ＴＤＣソフト株式会社,IT/通信/インターネット系,東京都渋谷区代々木3-22-7 新宿文化クイントビル,"9億7,040万円",小林 裕嘉,1000人以上,https://www.tdc.co.jp/,1962年10月,"['M-Check+', 'Trustpro', 'Styleflow', 'Meeepa']"
INVOICE POST,株式会社BEARTAIL,IT/通信/インターネット系,東京都千代田区神田駿河台2-2 御茶ノ水杏雲ビル 5階,100百万円,黒崎 賢一,51～100人,https://beartail.jp,2012年6月,"['RECEIPT POST', '【BOXILEXPO】株式会社BearTail _Dr.経費精算', 'INVOICE POST', '【BOXIL EXPO】株式会社BEARTAIL＿RECEIPT POST']"
ソアスク,株式会社オプロ,IT/通信/インターネット系,東京都中央区京橋2-14-1 兼松ビルディング6階,9千8百万円,里見 一典,51～100人,https://www.opro.net/,1997年4月,[]
LayerX インボイス,株式会社LayerX,IT/通信/インターネット系,東京都中央区東日本橋2-7-1 FRONTIER東日本橋7階,31億円,福島 良典,31～50人,https://layerx.co.jp/,2018年8月,['【BOXIL EXPO】株式会社LayerX＿LayerXインボイス']
DD-CONNECT,大興電子通信株式会社,IT/通信/インターネット系,東京都新宿区揚場町2-1 軽子坂MNビル,19億69百万円,松山 晃一郎,501～1000人,https://www.daikodenshi.jp/,1953年12月,"['AppGuard', 'i-Compass WEB給与明細', 'PROCURESUITE', 'EdiGate／POST', 'rBOM', 'KeepData Hub', 'DAiKO OCR with AI inside', 'DAiKO RPA Powered by おまかせRPA', 'DD-CONNECT', 'DD-CONNECT']"
楽楽精算,株式会社ラクス,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷5-27-11アグリスクエア新宿,"3億7,837万8千円",中村崇則,1000人以上,https://www.rakus.co.jp/,2000年11月,[]
マネーフォワード クラウド経費,株式会社マネーフォワード,IT/通信/インターネット系,東京都港区芝,約86億円,辻 庸介,501～1000人,,2012年5月,"['マネーフォワード クラウド請求書', 'マネーフォワード クラウド給与', 'マネーフォワードクラウド勤怠', '【BOXILEXPO】株式会社マネーフォワード_マネーフォワードクラウド人事向け', '【BOXILEXPO】株式会社マネーフォワード_マネーフォワードクラウド財務向け', '【BOXILEXPO】株式会社マネーフォワード_労務・勤怠管理サービス_ マネーフォワード給与・勤怠', 'マネーフォワード クラウド給与', 'マネーフォワード クラウド人事管理', 'マネーフォワード クラウド社会保険', 'マネーフォワード クラウド年末調整']"
kincone,株式会社ソウルウェア,IT/通信/インターネット系,東京都〒171-0021 東京都豊島区西池袋1-11-1メトロポリタンプラザビル14F,,吉田超夫,11～30人,https://soulware.jp/,2012年12月,[]
Concur Expense,株式会社コンカー,IT/通信/インターネット系,東京都中央区銀座6丁目10-1 GINZA SIX 8F,4.5億円,三村真宗,201～300人,https://www.concur.co.jp/,2010年10月,['Concur Invoice']
ジョブカン経費精算,株式会社DONUTS,IT/通信/インターネット系,東京都渋谷区代々木2丁目2-1 小田急サザンタワー8階 【大阪オフィス】大阪府大阪市浪速区元町1-5−7 ナンバプラザビル,"7,777万円",西村 啓成,301～500人,http://www.donuts.ne.jp/,2007年2月,"['ジョブカン勤怠管理', 'ジョブカンワークフロー', 'ジョブカン採用管理', 'ジョブカン労務HR', 'ジョブカン給与計算', 'ジョブカンApps', 'ジョブカン会計']"
RECEIPT POST,株式会社BEARTAIL,IT/通信/インターネット系,東京都千代田区神田駿河台2-2 御茶ノ水杏雲ビル 5階,100百万円,黒崎 賢一,51～100人,https://beartail.jp,2012年6月,"['【BOXILEXPO】株式会社BearTail _Dr.経費精算', 'INVOICE POST', 'INVOICE POST', '【BOXIL EXPO】株式会社BEARTAIL＿RECEIPT POST']"
経費精算freee,freee株式会社,IT/通信/インターネット系,東京都品川区西五反田２－８－１ 五反田ファーストビル９Ｆ,,,501～1000人,,,"['会計freee', 'クラウドERP freee', '人事労務 freee', '【BOXILEXPO】freee株式会社_労務勤怠_人事労務freee,クラウドERP freee']"
経費BankⅡ,ＳＢＩビジネス・ソリューションズ株式会社,IT/通信/インターネット系,東京都港区六本木一丁目６番１号 泉ガーデンタワー13階,,,51～100人,https://www.sbi-bs.co.jp/,,"['承認Time', '勤怠Reco']"
rakumoケイヒ,,,,,,,,,
駅すぱあと旅費交通費精算Web,株式会社ヴァル研究所,IT/通信/インターネット系,東京都杉並区高円寺北2-3-17,"41,000,000円",菊池 宗史,101～200人,,1976年7月,['駅すぱあと 通勤費Web']
WAVE225旅費・経費精算／稟議,株式会社エヌ・ティ・ティ・データ・ウェーブ,IT/通信/インターネット系,東京都東京都渋谷区千駄ヶ谷1-14-5 千駄ヶ谷インテス,1億円,代表取締役社長 橋口 武人,301～500人,https://www.nttd-wave.com/,2002年8月,[]
らくらく旅費経費.net,株式会社無限,IT/通信/インターネット系,東京都新宿区西新宿2-7-1　小田急第一生命ビル14階,3000万円,清水 宏太,101～200人,,1991年9月,"['らくらく申請WF.net', 'らくらく定期.net']"
駅すぱあと 通勤費Web,株式会社ヴァル研究所,IT/通信/インターネット系,東京都杉並区高円寺北2-3-17,"41,000,000円",菊池 宗史,101～200人,,1976年7月,['駅すぱあと旅費交通費精算Web']
jinjer経費,株式会社ネオキャリア,サービス/外食/レジャー系,東京都新宿区西新宿１丁目２２−２ 新宿サンエービル2F,"355,702,890円",西澤　亮一,1000人以上,http://www.neo-career.co.jp/,2000年11月,"['jinjer勤怠', '労務管理システム「jinjer労務」', 'jinjer人事', 'jinjerワークバイタル', 'jinjer給与']"
ハイ！経費,株式会社バルテック,IT/通信/インターネット系,東京都新宿区西新宿6-22-1 新宿スクエアタワー3階,4億2542万5千円,吉江　 秀馨,301～500人,,1993年3月,"['MOTクラウド勤怠管理システム', 'レンタルオフィス販売管理システム', 'VALTEC WEB MEETING']"
Streamed,,,,,,,,,
ネクストICカード,株式会社ジオコード,IT/通信/インターネット系,東京都新宿区新宿4-1-6 JRミライナタワー10F,"7,250万円",原口　大輔,101～200人,,2005年2月,['ネクストSFA']
Traveler'sWAN,,,,,,,,,
J'sNAVI NEO,株式会社JTBビジネストラベルソリューションズ,コンサルティング・専門サービス,東京都江東区豊洲5-6-52 NBF豊洲キャナルフロント,4億9000万円,渋谷　正光,501～1000人,,2000年8月,[]
MAJOR FLOW Z KEIHI,パナソニック ネットソリューションズ株式会社,IT/通信/インターネット系,東京都東京都中央区築地5丁目3番3号　築地浜離宮ビル12F,7000万円,南部　和彦,51～100人,http://pnets.panasonic.co.jp/,2008年1月,['MAJOR FLOW Z FORM']
駅探BIZ,株式会社駅探,IT/通信/インターネット系,東京都千代田区麹町5-4 JPR麹町ビル,291百万円,金田 直之,51～100人,,2003年1月,[]
Business Navitime 交通費精算パッケージ,,,,,,,,,
ECOAS経費・旅費精算,,,,,,,,,
AXL経費,,,,,,,,,
経費精算ソリューション Systemaflow®,,,,,,,,,
iS-Trip,,,,,,,,,
ExchangeUSE 旅費・経費精算ワークフロー,,,,,,,,,
クラウドERP ツバイソ,,,,,,,,,
経費精算幕僚Ⅲ,,,,,,,,,
eKeihi,イージーソフト株式会社,IT/通信/インターネット系,神奈川県相模原市中央区鹿沼台1-9-15　プロミティふちのべ6Ｆ,1億円,山本　覇利努,11～30人,,2000年7月,[]
Spendia,ＴＩＳ株式会社,IT/通信/インターネット系,東京都新宿区西新宿８－１７－１,100億円,桑野　徹,1000人以上,,2008年4月,[]
STAFee,新日本コンピュータマネジメント株式会社,IT/通信/インターネット系,東京都新宿区市谷本村町1-1 住友市ヶ谷ビル14階,"9,980万円",神保　敦,301～500人,https://www.scm-net.co.jp/,1975年2月,['KotaMi']
BIZUTTO経費,アルプスシステムインテグレーション株式会社,IT/通信/インターネット系,東京都大田区雪谷大塚町１－７,2億50万円,永倉　仁哉,501～1000人,https://www.alsi.co.jp/,1990年4月,['ASBOT']
SmartGo Staple,エヌ・ティ・ティ・コミュニケーションズ株式会社,IT/通信/インターネット系,東京都千代田区大手町２－３－１　大手町プレイスウエストタワー,"2,309億円",丸岡 亨,1000人以上,,1999年7月,"['Box／Box over VPN', 'Biz安否確認／一斉通報', 'Bizストレージ ファイルシェア', 'WinActor', 'COTOHA Chat & FAQ', 'COTOHA Meeting Assist', 'Menlo Security', 'Menlo Security']"
BOARD,Board Japan株式会社,IT/通信/インターネット系,東京都千代田区丸の内1－6－5　丸の内北口ビルディング9階,,ジョバンニ・グロッシ,2～10人,,2012年1月,['Board']
DivaSystem FBX,株式会社ディーバ,IT/通信/インターネット系,東京都港区港南2丁目15-2 品川インターシティＢ棟13階,,森川 徹治,301～500人,,1997年5月,[]
CCH Tagetik,Tagetik Japan 株式会社（タゲティック ジャパン）,IT/通信/インターネット系,東京都千代田区大手町１－６－１大手町ビル1階,,箕輪 久美子,11～30人,https://www.tagetik.com/jp,2015年11月,[]
BizForecast,プライマル株式会社,IT/通信/インターネット系,東京都新宿区北新宿2-21-1 新宿フロントタワー29階,6000万円,近藤 誠（公認会計士）,51～100人,,2006年6月,[]
Workday Adaptive Planning,ＯｒａｎｇｅＯｎｅ株式会社,IT/通信/インターネット系,東京都千代田区富士見１－２－２７秀和九段富士見町ビル４Ｆ,1億3760万円,春日原森,31～50人,,2006年11月,"['Freshdesk Messaging', 'Freshservice', 'Freshdesk Support Desk', 'Freshsales Suite', 'monday.com', 'monday.com', 'monday.com', 'monday.com', 'monday.com', 'monday.com']"
Sactona,アウトルックコンサルティング株式会社,コンサルティング・専門サービス,東京都中央区日本橋２－５－１,1億円,代表取締役社長 村上 和也,51～100人,,2006年5月,[]
Manageboard,株式会社マネーフォワード,IT/通信/インターネット系,東京都港区芝浦3-1-21 msbTamachi田町ステーションタワーS 21F,,辻庸介,501～1000人,,2012年5月,['マネーフォワード クラウド会計Plus']
Lancers Assistant,ランサーズ株式会社,IT/通信/インターネット系,東京都渋谷区渋谷３丁目１０－１３　ＴＯＫＹＵ　ＲＥＩＴ渋谷Ｒビル　９Ｆ,"1,431百万円（資本準備金を含む）",秋好 陽介,101～200人,https://www.lancers.co.jp/,2008年4月,"['Lancers Assistant', 'Lancers Assistant', 'Lancers Assistant']"
Anaplan,Anaplanジャパン株式会社,IT/通信/インターネット系,東京都東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア39階,,,51～100人,https://www.anaplan.com/jp/,,[]
V-ONE クラウド,株式会社アール・アンド・エー・シー,IT/通信/インターネット系,東京都中央区東日本橋2-8-3 東日本橋グリーンビル3階,1億円,高山 知泰,51～100人,https://www.r-ac.co.jp/,2004年11月,['【BOXILEXPO】株式会社アール・アンド・エー・シー_V-ONEクラウド']
カンタン！残高管理表クラウド,ipartners株式会社,IT/通信/インターネット系,東京都千代田区東神田1-15-9,315万円,三浦崇生,1人,https://ipartners.page/,2021年1月,['カンタン！残高管理表クラウド']
AI Travel,株式会社AIトラベル,IT/通信/インターネット系,東京都港区三田２－１０－５　エルアルカサル三田８０５,"277,919,113",村田 佑介,11～30人,,2014年2月,[]
Racco,楽天株式会社,IT/通信/インターネット系,東京都世田谷区玉川1-14-1,"204,562百万円（2016年12月31日現在）",三木谷 浩史,1000人以上,,1997年2月,[]
BORDER,ボーダー株式会社,サービス/外食/レジャー系,東京都新宿区新宿1-3-8 YKB新宿御苑903,"42,972,500円",細谷 智規,11～30人,,2014年8月,[]
マイナビBTM,株式会社マイナビ,IT/通信/インターネット系,東京都千代田区一ツ橋一丁目１番１号,21億210万円,代表取締役社長　中川信行,1000人以上,,1973年8月,[]
Paid,株式会社ラクーンフィナンシャル,IT/通信/インターネット系,東京都中央区日本橋蛎殻町1-14-14,"490,000 千円",秋山 祐二,101～200人,,2010年10月,[]
GMOペイメントゲートウェイ,,,,,,,,,
BizPay,,,,,,,,,
マネーフォワード ケッサイ,マネーフォワードケッサイ株式会社,IT/通信/インターネット系,東京都東京都港区芝浦3-1-21 msb Tamachi 田町ステーションタワーS 21F,100百万円,冨山　直道,51～100人,https://www.mfkessai.co.jp/kessai,2017年3月,[]
NP掛け払い,株式会社ネットプロテクションズ,IT/通信/インターネット系,東京都千代田区麹町４丁目２番地６,1億円,柴田　紳,201～300人,,2000年1月,"['atone', 'NP後払い', '【BOXILEXPO】株式会社ネットプロテクションズ_NP掛け払い']"
ペイジェント,株式会社ペイジェント,金融/保険系,東京都渋谷区渋谷二丁目21番1号 渋谷ヒカリエ26F,4億円,上林靖史,51～100人,,2006年5月,[]
SBペイメントサービス,ＳＢペイメントサービス株式会社,IT/通信/インターネット系,東京都港区東新橋１丁目９番２号,"6,075百万円",榛葉 淳,201～300人,,2004年10月,[]
i-GATE銀行決済,株式会社アイゲート,コンサルティング・専門サービス,東京都,,,2～10人,,,[]
法人向けBtoB決済代行サービス,株式会社ROBOT PAYMENT,IT/通信/インターネット系,東京都渋谷区神宮前6-19-20-4F,100百万円,清久 健也,51～100人,,2000年10月,['請求管理ロボ']
ペイジェントの支払い代行サービス,株式会社ペイジェント,IT/通信/インターネット系,東京都渋谷区円山町19-1 渋谷プライムプラザ,4億円,河合 正博,101～200人,https://www.paygent.co.jp/,2006年5月,['ペイジェントの支払い代行サービス']
ペイジェントの支払い代行サービス,株式会社ペイジェント,IT/通信/インターネット系,東京都渋谷区円山町19-1 渋谷プライムプラザ,4億円,河合 正博,101～200人,https://www.paygent.co.jp/,2006年5月,['ペイジェントの支払い代行サービス']
Stripe,Stripe,IT/通信/インターネット系,東京都渋谷区神宮前1-5-8 神宮前タワービルディング 22F,,ダニエル・へフェルナン,51～100人,https://stripe.com/jp,,[]
助太刀法人プラン,株式会社助太刀,IT/通信/インターネット系,東京都渋谷区南平台町２番１７号日交南平台ビル５階,9000万円,我妻陽一,31～50人,https://suke-dachi.jp/,2017年3月,"['助太刀社員', '助太刀法人プラン']"
AI-CON Pro,ＧＶＡ　ＴＥＣＨ株式会社,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷５－１５－６ ＧＶＡフレンズ,7億313万,山本俊,31～50人,https://gvatech.co.jp/,2017年1月,['AI-CON']
AI-CON,ＧＶＡ　ＴＥＣＨ株式会社,IT/通信/インターネット系,東京都渋谷区千駄ヶ谷５－１５－６ ＧＶＡフレンズ,7億313万,山本俊,31～50人,https://gvatech.co.jp/,2017年1月,['AI-CON Pro']
hubble,株式会社Ｈｕｂｂｌｅ,IT/通信/インターネット系,東京都渋谷区神宮前３−２７−１５FLAG３−O,2.3億円（資本準備金・新株予約権を含む）,早川晋平,2～10人,,2016年4月,[]
LegalForce,株式会社LegalForce,IT/通信/インターネット系,東京都江東区豊洲3－2－20　豊洲フロント6階,1530000000,角田 望,201～300人,,2017年3月,"['LegalForceキャビネ', '【BOXIL EXPO】株式会社LegalForce＿LegalForceキャビネ']"
リチェック,株式会社リセ,IT/通信/インターネット系,東京都渋谷区桜丘町４－１７,1億1450万円,藤田美樹,2～10人,https://lisse-law.com,2018年6月,['リチェック']
LAWGUE,FRAIM株式会社,IT/通信/インターネット系,東京都港区南青山２－２７－８　南青山第２シティビル４F,,堀口 圭,11～30人,https://lawgue.com/,,['【BOXIL EXPO】株式会社日本法務システム研究所＿LAWGUE']
クラウドサイン,弁護士ドットコム株式会社,IT/通信/インターネット系,東京都港区六本木４丁目１番４号 黒崎ビル６階,439百万円,内田 陽介,201～300人,https://www.bengo4.com/corporate/about/profile,2005年7月,"['クラウドサイン SCAN', 'クラウドサインNOW']"
NINJA SIGN,株式会社サイトビジット,IT/通信/インターネット系,東京都千代田区神田錦町３－１オームビル２階,"132,420,000円(資本準備金含む)",鬼頭 政人,51～100人,,2013年4月,[]
